rank,german,dutch,dutch_alt,dutch_article,pos,lemma_used,match_type,frequency,per_million
9109,anita,,,,,,none,783,5.01
9110,zurückkommst,terugkomen,,,Verb,zurückkommen,lemma,783,5.01
9111,bluse,bloes,blouse,,Substantiv,,direct,783,5.01
9112,reines,puur,,,Adjektiv,rein,lemma,782,5.01
9113,gegenleistung,bijdrage,,de,Substantiv,,direct,782,5.01
9114,jaffa,,,,,,none,782,5.01
9115,gemeinsames,gemeenschappelijk,gezamenlijk,,Adjektiv,gemeinsam,lemma,782,5.01
9116,japanischen,Japans,,,Substantiv,japanisch,lemma,782,5.01
9117,kehre,rechtsomkeert,,,Substantiv,,direct,782,5.01
9118,helfer,helper,,,Substantiv,,direct,782,5.01
9119,aufstieg,opkomst,,de,Substantiv,,direct,782,5.01
9120,entkommt,ontsnappen,,,Verb,entkommen,lemma,782,5.01
9121,partie,wedstrijd,partij,,Substantiv,,direct,782,5.01
9122,lächle,glimlachen,smuilen,,Verb,lächeln,lemma,782,5.01
9123,verdeckt,verkapt,,,Adjektiv,,direct,781,5.00
9124,abfall,afval,,de/het,Substantiv,,direct,781,5.00
9125,hauptrolle,,,,,,none,781,5.00
9126,lilly,,,,,,none,781,5.00
9127,tarzan,,,,,,none,781,5.00
9128,klingel,bel,schel,,Substantiv,,direct,781,5.00
9129,jens,,,,,,none,780,4.99
9130,flirten,flirten,,,Verb,,direct,780,4.99
9131,spanier,Spanjaard,spanjool,de,Substantiv,,direct,780,4.99
9132,taxifahrer,taxichauffeur,,,Substantiv,,direct,780,4.99
9133,länge,lengte,langdurigheid,,Substantiv,,direct,780,4.99
9134,träumst,dromen,,,Verb,träumen,lemma,780,4.99
9135,tausenden,,,,,,none,780,4.99
9136,blockieren,blokkeren,,,Verb,,direct,780,4.99
9137,darcy,,,,,,none,780,4.99
9138,ausschließen,uitsluiten,,,Verb,,direct,779,4.99
9139,kiki,flauwekul,,de,Substantiv,,direct,779,4.99
9140,wechselt,vervangen,,,Verb,wechseln,lemma,779,4.99
9141,erforschen,verkennen,,,Verb,,direct,779,4.99
9142,scanner,scanner,,,Substantiv,,direct,779,4.99
9143,eisenbahn,spoorweg,spoorwegen,,Substantiv,,direct,779,4.99
9144,rumsitzen,,,,,,none,779,4.99
9145,munter,monter,,,Adjektiv,,direct,779,4.99
9146,zugesehen,toezien,,,Verb,zusehen,lemma,779,4.99
9147,karma,karma,,,Substantiv,,direct,779,4.99
9148,tristan,,,,,,none,778,4.98
9149,stückchen,bonk,,de,Substantiv,,direct,778,4.98
9150,provinz,provincie,,de,Substantiv,,direct,778,4.98
9151,mitgemacht,meemaken,,,Verb,mitmachen,lemma,778,4.98
9152,yvonne,,,,,,none,778,4.98
9153,pärchen,koppel,,,Substantiv,,direct,778,4.98
9154,kritisch,cruciaal,kritisch,,Adjektiv,,direct,778,4.98
9155,peters,,,,,,none,778,4.98
9156,suzanne,,,,,,none,778,4.98
9157,gesunden,gezond,,,Adjektiv,gesund,lemma,778,4.98
9158,finanziert,,,,,,none,778,4.98
9159,elektrizität,elektriciteit,,de,Substantiv,,direct,778,4.98
9160,busen,boezem,buste,de,Substantiv,,direct,777,4.98
9161,erlebnis,belevenis,ervaring,de,Substantiv,,direct,777,4.98
9162,mccoy,,,,,,none,777,4.98
9163,vaterland,vaderland,,,Substantiv,,direct,777,4.98
9164,bitter,bitter,naar; schrijnend,,Adjektiv,,direct,777,4.98
9165,schleier,sluier,,,Substantiv,,direct,777,4.98
9166,notarzt,eerstehulparts,,,Substantiv,,direct,777,4.98
9167,stattfindet,plaatsvinden,,,Verb,stattfinden,lemma,777,4.98
9168,hervorragende,excellent,schitterend,,Adjektiv,hervorragend,lemma,777,4.98
9169,krimineller,crimineel,,de,Substantiv,,direct,777,4.98
9170,durchatmen,uitblazen,,,Verb,,direct,777,4.98
9171,stopfen,stoppen,,,Verb,,direct,776,4.97
9172,übergabe,zich overgeven,,,Substantiv,,direct,776,4.97
9173,monatelang,,,,,,none,776,4.97
9174,beeile,opschieten,,,Verb,beeilen,lemma,776,4.97
9175,harley,,,,,,none,776,4.97
9176,unterschreibe,ondertekenen,onderschrijven,,Verb,unterschreiben,lemma,776,4.97
9177,effekt,effect,,de,Substantiv,,direct,775,4.96
9178,einlegen,inmaken,,,Verb,,direct,775,4.96
9179,verwirrung,verwarring,,de,Substantiv,,direct,775,4.96
9180,überschritten,,,,,,none,775,4.96
9181,where,,,,,,none,775,4.96
9182,instrumente,instrument,,het,Substantiv,Instrument,lemma,775,4.96
9183,mailand,Milaan,,,Substantiv,,direct,775,4.96
9184,belassen,laten,,,Verb,,direct,775,4.96
9185,latein,Latijn,,,Substantiv,,direct,775,4.96
9186,caine,,,,,,none,774,4.96
9187,großartiges,geweldig,,,Adjektiv,großartig,lemma,774,4.96
9188,billie,,,,,,none,774,4.96
9189,grundlage,grondslag,,de,Substantiv,,direct,774,4.96
9190,reihenfolge,orde,,,Substantiv,,direct,774,4.96
9191,körperliche,corporeel,stoffelijk,,Adjektiv,körperlich,lemma,774,4.96
9192,würmer,worm,pier,de,Substantiv,Wurm,lemma,774,4.96
9193,arena,arena,,,Substantiv,,direct,773,4.95
9194,mexico,,,,,,none,773,4.95
9195,hong,,,,,,none,773,4.95
9196,ballett,ballet,,,Substantiv,,direct,773,4.95
9197,luder,hoer,,,Substantiv,,direct,773,4.95
9198,gerald,,,,,,none,773,4.95
9199,werke,,,,,,none,773,4.95
9200,bullshit,lullen,,,Substantiv,,direct,773,4.95
9201,mae,,,,,,none,772,4.94
9202,verfolgung,vervolging,,de,Substantiv,,direct,772,4.94
9203,lizzie,,,,,,none,772,4.94
9204,männlichen,mannelijk,,,Adjektiv,männlich,lemma,772,4.94
9205,exemplar,voorbeeld,,,Substantiv,,direct,772,4.94
9206,bedauerlich,betreurenswaardig,,,Adjektiv,,direct,772,4.94
9207,blinden,blind,,,Adjektiv,blind,lemma,772,4.94
9208,jage,jagen,,,Verb,jagen,lemma,772,4.94
9209,cd,cd,,,,,direct,772,4.94
9210,honey,,,,,,none,772,4.94
9211,finanzieren,financieren,,,Verb,,direct,771,4.94
9212,anstalt,instelling,,de,Substantiv,,direct,771,4.94
9213,vorbeischauen,doorverbinden met,,,Verb,,direct,771,4.94
9214,pakt,pakt,,,Substantiv,,direct,771,4.94
9215,damm,dam,dijk; perineum; waterreservoir,de,Substantiv,,direct,771,4.94
9216,laser,laser,,de,Substantiv,,direct,771,4.94
9217,gustav,Gustaaf,,,Substantiv,,direct,771,4.94
9218,einsamen,eenzaam,enig,,Adjektiv,einsam,lemma,771,4.94
9219,derart,zodanig,,,Adverb,,direct,771,4.94
9220,unteren,onder,te midden van,,Präposition,unter,lemma,771,4.94
9221,versammeln,verzamelen,,,Verb,,direct,771,4.94
9222,behörde,autoriteit,,de,Substantiv,,direct,771,4.94
9223,info,info,,,Substantiv,,direct,771,4.94
9224,beckett,,,,,,none,771,4.94
9225,gedeckt,nuchter,,,Adjektiv,,direct,771,4.94
9226,köter,hondsvot,,,Substantiv,,direct,770,4.93
9227,positionen,plaats,plek; mening; situatie,,Substantiv,Position,lemma,770,4.93
9228,vertrete,vertegenwoordigen,,,Verb,vertreten,lemma,770,4.93
9229,kirby,,,,,,none,770,4.93
9230,vergewaltigen,verkrachten,,,Verb,,direct,770,4.93
9231,chemikalien,chemicalie,,,Substantiv,Chemikalie,lemma,770,4.93
9232,verwechseln,verwarren,,,Verb,,direct,769,4.92
9233,helle,bont,,,Adjektiv,,direct,769,4.92
9234,vergrößern,vergroten,,,Verb,,direct,769,4.92
9235,anhaben,aanhebben,,,Verb,,direct,769,4.92
9236,tuvok,,,,,,none,769,4.92
9237,angepisst,piesen,,,Verb,anpissen,lemma,769,4.92
9238,ida,Izaak,,,,,direct,769,4.92
9239,mississippi,Mississippi,,,Substantiv,,direct,769,4.92
9240,unterschlupf,schuilplaats,,,Substantiv,,direct,769,4.92
9241,hemden,overhemd,hemd; shirt,,Substantiv,Hemd,lemma,768,4.92
9242,besen,bezem,,de,Substantiv,,direct,768,4.92
9243,herkomme,klaarkomen,,,Verb,herkommen,lemma,768,4.92
9244,ließe,,,,,,none,768,4.92
9245,jazz,jazz,,de,Substantiv,,direct,768,4.92
9246,eilt,haasten,,,Verb,eilen,lemma,768,4.92
9247,candy,,,,,,none,768,4.92
9248,vorwerfen,berispen,,,Verb,,direct,768,4.92
9249,plans,plan,ontwerp,,Substantiv,Plan,lemma,768,4.92
9250,il,,,,,,none,767,4.91
9251,abzuhalten,belemmeren,,,Verb,abhalten,lemma,767,4.91
9252,odo,,,,,,none,767,4.91
9253,tugend,deugd,,,Substantiv,,direct,767,4.91
9254,fürsten,Vorst,prins,de,Substantiv,Fürst,lemma,767,4.91
9255,neuanfang,,,,,,none,767,4.91
9256,drängt,duwen,dringen; nijpen,,Verb,drängen,lemma,766,4.90
9257,verweigern,weigeren,,,Verb,,direct,766,4.90
9258,töne,weerklinken,,,Verb,tönen,lemma,766,4.90
9259,patricia,Patricia,,,Substantiv,,direct,766,4.90
9260,maureen,,,,,,none,766,4.90
9261,staates,staat,,de,Substantiv,Staat,lemma,766,4.90
9262,anordnung,afspraak,,de,Substantiv,,direct,766,4.90
9263,orchester,orkest,,,Substantiv,,direct,766,4.90
9264,senf,mosterd,mosterdplant,de,Substantiv,,direct,766,4.90
9265,qualen,kwaal,kwelling,,Substantiv,Qual,lemma,765,4.90
9266,verwaltung,administratie,bestuur,de,Substantiv,,direct,765,4.90
9267,übertreibst,overdrijven,,,Verb,übertreiben,lemma,765,4.90
9268,anonymen,anoniem,,,Adjektiv,anonym,lemma,765,4.90
9269,galt,gelden,,,Verb,gelten,lemma,765,4.90
9270,ver,,,,,,none,765,4.90
9271,scherzen,gekscheren,,,Verb,,direct,764,4.89
9272,ausgeflippt,,,,,,none,764,4.89
9273,modern,modern,,,Adjektiv,,direct,764,4.89
9274,schwiegersohn,schoonzoon,,de,Substantiv,,direct,764,4.89
9275,getränk,drank,,,Substantiv,,direct,764,4.89
9276,hörer,hoorn,,de,Substantiv,,direct,764,4.89
9277,finanzen,financiën,,,,,direct,764,4.89
9278,bang,bang,,,Adjektiv,,direct,764,4.89
9279,colorado,,,,,,none,764,4.89
9280,vernünftige,verstandig,,,Adjektiv,vernünftig,lemma,764,4.89
9281,verteidiger,verdediger,,de,Substantiv,,direct,764,4.89
9282,rupert,,,,,,none,763,4.89
9283,verbirgt,verbergen,verstoppen; schuilen,,Verb,verbergen,lemma,763,4.89
9284,ähnliche,gelijkend,soortgelijk,,Adjektiv,ähnlich,lemma,763,4.89
9285,bevorzugen,prefereren,,,Verb,,direct,763,4.89
9286,bea,,,,,,none,763,4.89
9287,hindurch,doorheen,,,Adverb,,direct,763,4.89
9288,eigentliche,eigenlijk,,,Adverb,eigentlich,lemma,763,4.89
9289,belästigung,intimidatie,,de,Substantiv,,direct,763,4.89
9290,seltene,zelden,zeldzaam; schaars,,Adjektiv,selten,lemma,763,4.89
9291,mysteriöse,geheimzinnig,,,Adjektiv,mysteriös,lemma,763,4.89
9292,vorsitzende,voorzitster,,,Substantiv,,direct,763,4.89
9293,anzüge,kostuum,,,Substantiv,Anzug,lemma,763,4.89
9294,haue,billenkoek,,,Substantiv,,direct,762,4.88
9295,häh,,,,,,none,762,4.88
9296,feuert,afgaan,,,Verb,feuern,lemma,762,4.88
9297,vorausgesetzt,mits,,,,,direct,762,4.88
9298,profitieren,profiteren,,,Verb,,direct,762,4.88
9299,sabine,Sabien,,,Substantiv,,direct,762,4.88
9300,kaltes,koud,kil,,Adjektiv,kalt,lemma,762,4.88
9301,eingedrungen,,,,,,none,762,4.88
9302,huch,oeps,,,Interjektion,,direct,762,4.88
9303,creek,kreek,,,Substantiv,,direct,762,4.88
9304,vorläufig,voorlopig,vooralsnog,,Adjektiv,,direct,762,4.88
9305,canyon,buis,,,Substantiv,,direct,762,4.88
9306,adern,ader,bloedvat,de,Substantiv,Ader,lemma,761,4.87
9307,mordkommission,,,,,,none,761,4.87
9308,schnattert,kwakzalveren,,,Verb,schnattern,lemma,761,4.87
9309,baxter,,,,,,none,761,4.87
9310,piepsen,peeuwen,,,Verb,,direct,761,4.87
9311,benutz,gebruiken,,,Verb,benutzen,lemma,761,4.87
9312,chelsea,,,,,,none,761,4.87
9313,dämliche,suf,,,Adjektiv,dämlich,lemma,760,4.87
9314,erkältung,verkoudheid,,de,Substantiv,,direct,760,4.87
9315,belohnt,,,,,,none,760,4.87
9316,grinsen,grijnzen,,,Verb,,direct,760,4.87
9317,bund,bos,bond,,Substantiv,,direct,760,4.87
9318,gestochen,steken,,,Verb,stechen,lemma,760,4.87
9319,katharina,Katrien,Catharina; Katrijn; Katelijn,,Substantiv,,direct,760,4.87
9320,moms,,,,,,none,759,4.86
9321,provozieren,provoceren,,,Verb,,direct,759,4.86
9322,geschmeichelt,vleien,,,Verb,schmeicheln,lemma,759,4.86
9323,anrichten,aanrichten,,,Verb,,direct,759,4.86
9324,letztlich,tenslotte,,,Adverb,,direct,759,4.86
9325,gehirnerschütterung,hersenschudding,,,Substantiv,,direct,759,4.86
9326,lehnen,leunen,,,Verb,,direct,759,4.86
9327,geknackt,reet,,,Verb,knacken,lemma,759,4.86
9328,partnerschaft,partnerschap,,,Substantiv,,direct,759,4.86
9329,eingeschaltet,aandoen,,,Verb,einschalten,lemma,759,4.86
9330,whitney,,,,,,none,759,4.86
9331,skye,,,,,,none,759,4.86
9332,gestohlenen,gestolen,,,Adjektiv,gestohlen,lemma,759,4.86
9333,aufhörst,stoppen,ophouden,,Verb,aufhören,lemma,758,4.85
9334,tagelang,dagenlang,,,,,direct,758,4.85
9335,oswald,,,,,,none,758,4.85
9336,scofield,,,,,,none,758,4.85
9337,unterscheidet,onderscheiden,verschillen; onderkennen; schillen,,Verb,unterscheiden,lemma,758,4.85
9338,begleiter,begeleider,,de,Substantiv,,direct,758,4.85
9339,margot,,,,,,none,758,4.85
9340,ober,kelner,,,Substantiv,,direct,758,4.85
9341,tödlichen,dodelijk,,,Adjektiv,tödlich,lemma,758,4.85
9342,apokalypse,apocalyps,,,Substantiv,,direct,757,4.85
9343,much,,,,,,none,757,4.85
9344,knabe,jongen,knaap; joch; jochie,de,Substantiv,,direct,757,4.85
9345,montgomery,,,,,,none,757,4.85
9346,eingebildet,ingebeeld,,,Adjektiv,,direct,757,4.85
9347,berühmter,beroemd,,,Adjektiv,berühmt,lemma,757,4.85
9348,reihen,gelederen,,,Substantiv,,direct,757,4.85
9349,schwindler,bedriegster,,,Substantiv,,direct,757,4.85
9350,verarschst,verschalken,,,Verb,verarschen,lemma,757,4.85
9351,maß,maat,,,Substantiv,,direct,757,4.85
9352,rechtsanwalt,advocaat,,de,Substantiv,,direct,757,4.85
9353,geritten,rijden,paardrijden,,Verb,reiten,lemma,757,4.85
9354,romantik,romantiek,,,Substantiv,,direct,757,4.85
9355,net,bijna,,,Adjektiv,,direct,757,4.85
9356,räder,,,,,,none,757,4.85
9357,nanny,,,,,,none,757,4.85
9358,betsy,,,,,,none,756,4.84
9359,erklärungen,verklaring,toelichting; uitlegging,de,Substantiv,Erklärung,lemma,756,4.84
9360,haushälterin,huishoudster,,,Substantiv,,direct,756,4.84
9361,gütig,goedhartig,,,Adjektiv,,direct,756,4.84
9362,privatdetektiv,privédetective,,,Substantiv,,direct,756,4.84
9363,rumhängen,,,,,,none,756,4.84
9364,ansteckend,besmettelijk,,,Adjektiv,,direct,756,4.84
9365,marcy,,,,,,none,756,4.84
9366,anstoßen,toasten,,,Verb,,direct,756,4.84
9367,michaels,,,,,,none,755,4.83
9368,gefüttert,,,,,,none,755,4.83
9369,nackten,naakt,bloot; kaal,,Adjektiv,nackt,lemma,755,4.83
9370,nervig,irritant,,,Adjektiv,,direct,755,4.83
9371,neuem,nieuw,,,Adjektiv,neu,lemma,755,4.83
9372,sheppard,,,,,,none,755,4.83
9373,geistig,geestelijk,mentaal; intellectueel,,Adjektiv,,direct,755,4.83
9374,niedergeschlagen,depressief,,,Adjektiv,,direct,754,4.83
9375,nicolas,,,,,,none,754,4.83
9376,herumlaufen,,,,,,none,754,4.83
9377,einmalige,enig,uniek; eenmalig,,Adjektiv,einmalig,lemma,754,4.83
9378,verstößt,een inbreuk plegen op,,,Verb,verstoßen,lemma,754,4.83
9379,ähnelt,gelijken,overeenstemmen,,Verb,ähneln,lemma,754,4.83
9380,morphium,,,,,,none,754,4.83
9381,tool,zwoegen,,,Substantiv,,direct,754,4.83
9382,bote,boodschapper,,,Substantiv,,direct,753,4.82
9383,monitor,monitor,,de,Substantiv,,direct,753,4.82
9384,kooperation,coöperatie,,,Substantiv,,direct,753,4.82
9385,schwerkraft,zwaartekracht,,de,Substantiv,,direct,753,4.82
9386,abgewiesen,afwijzen,,,Verb,abweisen,lemma,753,4.82
9387,auserwählt,,,,,,none,753,4.82
9388,bedacht,bedachtzaam,,,Substantiv,,direct,753,4.82
9389,frucht,vrucht,fruit,de,Substantiv,,direct,753,4.82
9390,phaser,,,,,,none,753,4.82
9391,söldner,huurling,huursoldaat,,Substantiv,,direct,752,4.82
9392,taugt,deugen,,,Verb,taugen,lemma,752,4.82
9393,dalton,,,,,,none,752,4.82
9394,objekte,voorwerp,object,,Substantiv,Objekt,lemma,752,4.82
9395,pulli,trui,,,Substantiv,,direct,752,4.82
9396,ärzten,arts,dokter; geneesheer; medicus,de,Substantiv,Arzt,lemma,752,4.82
9397,kiefer,kaak,den; pijnboom; dennenboom,,Substantiv,,direct,752,4.82
9398,aufwecken,wakker maken,,,Verb,,direct,752,4.82
9399,angemacht,aanmaken,,,Verb,anmachen,lemma,752,4.82
9400,klugscheißer,betweter,,,Substantiv,,direct,752,4.82
9401,zaubern,toveren,goochelen,,Verb,,direct,751,4.81
9402,gabel,vork,,,Substantiv,,direct,751,4.81
9403,engagieren,contracteren,,,Verb,,direct,751,4.81
9404,funktionierte,functioneren,,,Verb,funktionieren,lemma,751,4.81
9405,gross,groot,volwassene,,Adjektiv,groß,lemma,751,4.81
9406,schwächer,zwak,,,Adjektiv,schwach,lemma,751,4.81
9407,empfindest,voelen,,,Verb,empfinden,lemma,751,4.81
9408,führ,leiden,,,Verb,führen,lemma,750,4.80
9409,ernsthafte,,,,,,none,750,4.80
9410,vermitteln,overbrengen,,,Verb,,direct,750,4.80
9411,einzusetzen,gaan,,,Verb,einsetzen,lemma,750,4.80
9412,andreas,Andries,Andreas,,Substantiv,,direct,750,4.80
9413,hughes,,,,,,none,750,4.80
9414,jenen,dat,,,Demonstrativpronomen,jener,lemma,750,4.80
9415,nonnen,non,,de,Substantiv,Nonne,lemma,750,4.80
9416,vorgehensweise,handelwijze,modus procedendi; werkwijze,,Substantiv,,direct,749,4.80
9417,wat,waden,flodderen; plassen,,Verb,waten,lemma,749,4.80
9418,spender,donor,,,Substantiv,,direct,749,4.80
9419,val,,,,,,none,749,4.80
9420,company,,,,,,none,749,4.80
9421,blauer,blauw,,,Adjektiv,blau,lemma,749,4.80
9422,rasiert,,,,,,none,748,4.79
9423,vergebt,vergeven,,,Verb,vergeben,lemma,748,4.79
9424,mayday,,,,,,none,748,4.79
9425,venus,Venus,,,Substantiv,,direct,748,4.79
9426,verhafte,aanhouden,,,Verb,verhaften,lemma,748,4.79
9427,steigst,stijgen,,,Verb,steigen,lemma,748,4.79
9428,identisch,identiek,,,Adjektiv,,direct,748,4.79
9429,bange,angst,,de,Substantiv,,direct,748,4.79
9430,bekämpft,,,,,,none,748,4.79
9431,jep,,,,,,none,748,4.79
9432,gastgeber,gastheer,,de,Substantiv,,direct,748,4.79
9433,innenstadt,binnenstad,,,Substantiv,,direct,747,4.78
9434,mitbewohnerin,,,,,,none,747,4.78
9435,papas,,,,,,none,747,4.78
9436,schwindelig,duizelig,,,Adjektiv,,direct,747,4.78
9437,dc,,,,,,none,747,4.78
9438,ratschlag,raad,,de,Substantiv,,direct,747,4.78
9439,scham,schamte,schaamte,,Substantiv,,direct,747,4.78
9440,intensiv,intens,,,Adjektiv,,direct,747,4.78
9441,amigo,,,,,,none,747,4.78
9442,louie,,,,,,none,747,4.78
9443,defekt,defectief,,,Adjektiv,,direct,747,4.78
9444,beziehen,betrekken,,,Verb,,direct,747,4.78
9445,or,,,,,,none,747,4.78
9446,talentiert,getalenteerd,,,Adjektiv,,direct,746,4.78
9447,bridget,,,,,,none,746,4.78
9448,gretchen,,,,,,none,746,4.78
9449,angezeigt,aangewezen,,,Adjektiv,,direct,746,4.78
9450,schaufel,schop,,de,Substantiv,,direct,746,4.78
9451,erschüttert,,,,,,none,746,4.78
9452,reingefallen,,,,,,none,746,4.78
9453,vetter,kozijn,,de,Substantiv,,direct,746,4.78
9454,braunen,bruin,,,Adjektiv,braun,lemma,746,4.78
9455,boys,,,,,,none,745,4.77
9456,bestechen,omkopen,bekoren,,Verb,,direct,745,4.77
9457,rücksitz,,,,,,none,745,4.77
9458,sicherzustellen,waarborgen,garanderen,,Verb,sicherstellen,lemma,745,4.77
9459,verärgern,verstoring,,,Verb,,direct,745,4.77
9460,magier,magiër,,,Substantiv,,direct,745,4.77
9461,management,bewind,,,Substantiv,,direct,745,4.77
9462,eröffnung,opening,,de,Substantiv,,direct,745,4.77
9463,grill,grill,,de,Substantiv,,direct,745,4.77
9464,schiffen,in overvloed aanwezig zijn,,,Verb,,direct,745,4.77
9465,passte,passen,,,Verb,passen,lemma,745,4.77
9466,deacon,,,,,,none,745,4.77
9467,chefs,,,,,,none,744,4.76
9468,verbinde,verbinden,,,Verb,verbinden,lemma,744,4.76
9469,würfel,dobbelsteen,kubus; blokje; klontje,,Substantiv,,direct,744,4.76
9470,physik,natuurkunde,fysica,de,Substantiv,,direct,744,4.76
9471,dosen,,,,,,none,744,4.76
9472,grove,,,,,,none,744,4.76
9473,champ,,,,,,none,744,4.76
9474,möchtet,mogen,,,Verb,mögen,lemma,744,4.76
9475,porno,porno,,,Substantiv,,direct,744,4.76
9476,absoluter,absoluut,,,Adjektiv,absolut,lemma,744,4.76
9477,stadion,stadion,,,Substantiv,,direct,744,4.76
9478,abgeschossen,,,,,,none,744,4.76
9479,streben,streven,,,Verb,,direct,744,4.76
9480,durchstehen,doorstaan,,,Verb,,direct,744,4.76
9481,beging,begaan,,,Verb,begehen,lemma,743,4.76
9482,streik,staking,,de,Substantiv,,direct,743,4.76
9483,weiterfahren,,,,,,none,743,4.76
9484,ramon,,,,,,none,743,4.76
9485,tipps,wenk,,,Substantiv,Tipp,lemma,743,4.76
9486,sweet,,,,,,none,743,4.76
9487,hinsehen,als,,,Verb,,direct,742,4.75
9488,isabel,Isabella,,,Substantiv,,direct,742,4.75
9489,starte,starten,,,Verb,starten,lemma,742,4.75
9490,plätzchen,koekje,,,Substantiv,,direct,742,4.75
9491,magazine,magazijn,magazine,,Substantiv,Magazin,lemma,742,4.75
9492,wanda,,,,,,none,742,4.75
9493,beruht,,,,,,none,742,4.75
9494,ragnar,,,,,,none,742,4.75
9495,korruption,corruptie,,,Substantiv,,direct,742,4.75
9496,wimmelt,krielen,,,Verb,wimmeln,lemma,742,4.75
9497,hook,,,,,,none,742,4.75
9498,lux,lux,,,Substantiv,,direct,742,4.75
9499,abgestellt,parkeren,,,Verb,abstellen,lemma,742,4.75
9500,liefere,opleveren,verstrekken,,Verb,liefern,lemma,742,4.75
9501,anschließend,volgende,,,Adjektiv,,direct,742,4.75
9502,grube,mijn,groeve; graf,,Substantiv,,direct,742,4.75
9503,mei,,,,,,none,741,4.74
9504,flieht,vluchten,,,Verb,fliehen,lemma,741,4.74
9505,schriftlich,geschreven,,,Adjektiv,,direct,741,4.74
9506,kamerad,kameraad,,,Substantiv,,direct,741,4.74
9507,irrelevant,irrelevant,,,Adjektiv,,direct,741,4.74
9508,ironisch,ironisch,,,Adjektiv,,direct,741,4.74
9509,herab,baan,,,Lokaladverb,,direct,741,4.74
9510,friedrich,Frederik,Fredrik; Freek; Frits,,Substantiv,,direct,741,4.74
9511,stier,Stier,stier,de,Substantiv,,direct,741,4.74
9512,entschluss,beslissing,,de,Substantiv,,direct,741,4.74
9513,gescheitert,falen,mislukken,,Verb,scheitern,lemma,741,4.74
9514,begrüße,begroeten,,,Verb,begrüßen,lemma,740,4.74
9515,kitt,kit,,,Substantiv,,direct,740,4.74
9516,desaster,ramp,,,Substantiv,,direct,740,4.74
9517,wachsam,waakzaam,,,Adjektiv,,direct,740,4.74
9518,startklar,startklaar,,,Adjektiv,,direct,740,4.74
9519,gutmachen,maken,,,Verb,,direct,740,4.74
9520,log,log,,,Substantiv,,direct,740,4.74
9521,luca,,,,,,none,740,4.74
9522,hypothek,hypotheek,,de,Substantiv,,direct,739,4.73
9523,anhand,aan de hand van,,,Präposition,,direct,739,4.73
9524,schlagzeilen,kop,,,Verb,,direct,739,4.73
9525,auslöser,opnameknopje,actuator,,Substantiv,,direct,739,4.73
9526,gaius,,,,,,none,739,4.73
9527,kündigung,opzegging,,de,Substantiv,,direct,739,4.73
9528,atlantis,Atlantis,,,Eigenname,,direct,739,4.73
9529,entzug,ontwenning,,,Substantiv,,direct,739,4.73
9530,server,server,,,Substantiv,,direct,739,4.73
9531,adele,adelen,,,Verb,adeln,lemma,739,4.73
9532,leibwächter,lijfwacht,,,Substantiv,,direct,739,4.73
9533,abzulenken,afleiden,,,Verb,ablenken,lemma,738,4.73
9534,angeben,opscheppen,aangeven; etaleren,,Verb,,direct,738,4.73
9535,abknallen,,,,,,none,738,4.73
9536,schuldigen,schuldig,,,Adjektiv,schuldig,lemma,738,4.73
9537,thor,Donar,,,Substantiv,,direct,738,4.73
9538,erschrocken,,,,,,none,738,4.73
9539,lehrte,leren,aanleren,,Verb,lehren,lemma,738,4.73
9540,häschen,haasje,,,Substantiv,,direct,738,4.73
9541,daily,,,,,,none,738,4.73
9542,handschuh,handschoen,,de,Substantiv,,direct,738,4.73
9543,seide,zijde,zij,,Substantiv,,direct,738,4.73
9544,bewaffnete,bewapenen,,,Verb,bewaffnen,lemma,738,4.73
9545,caesar,,,,,,none,738,4.73
9546,sklavin,slavin,,,Substantiv,,direct,737,4.72
9547,leinwand,doek,schildersdoek,de,Substantiv,,direct,737,4.72
9548,erzählten,vertellen,verhalen,,Verb,erzählen,lemma,737,4.72
9549,geguckt,kijken,,,Verb,gucken,lemma,737,4.72
9550,georgie,,,,,,none,737,4.72
9551,stimmts,,,,,,none,737,4.72
9552,brendan,,,,,,none,737,4.72
9553,leichten,licht,gemakkelijk; makkelijk,,Adjektiv,leicht,lemma,737,4.72
9554,phillips,,,,,,none,737,4.72
9555,pistolen,pistool,,,Substantiv,Pistole,lemma,737,4.72
9556,verbringst,doorbrengen,slijten; verbrengen; verslijten,,Verb,verbringen,lemma,736,4.71
9557,scannen,scannen,,,Verb,,direct,736,4.71
9558,richmond,,,,,,none,736,4.71
9559,klatschen,applaudisseren,kletsen; roddelen; ouwehoeren,,Verb,,direct,736,4.71
9560,städten,stad,,de,Substantiv,Stadt,lemma,736,4.71
9561,ohrringe,oorbel,oorring,,Substantiv,Ohrring,lemma,736,4.71
9562,präsentation,presentatie,,,Substantiv,,direct,736,4.71
9563,gotham,,,,,,none,736,4.71
9564,häuschen,huisje,huiske,,Substantiv,,direct,736,4.71
9565,vermittlung,bemiddeling,,de,Substantiv,,direct,735,4.71
9566,zahnbürste,tandenborstel,,de,Substantiv,,direct,735,4.71
9567,feinen,verfijnen,,,Verb,,direct,735,4.71
9568,blei,lood,,,Substantiv,,direct,735,4.71
9569,gönnen,gunnen,,,Verb,,direct,735,4.71
9570,schlugen,verslaan,slaan; kloppen; vechten,,Verb,schlagen,lemma,735,4.71
9571,sprüche,Spreuken,,,,,direct,735,4.71
9572,erreichbar,bereikbaar,,,Adjektiv,,direct,735,4.71
